employee_id,transaction_amount,transaction_date,risk_score,risk_level,flagged,risk_reason
EMP_006,606.38,2026-01-09 09:30:00,66.68,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day)
EMP_006,45.87,2026-01-01 03:30:00,66.65,MEDIUM,False,Submitted outside standard business hours
EMP_015,682.83,2026-01-01 15:45:00,66.61,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day)
EMP_017,251.98,2026-01-01 11:45:00,66.34,MEDIUM,False,Behavioral profile shows minor statistical anomaly
EMP_007,104.02,2026-01-01 00:00:00,66.09,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_004,15.17,2026-01-01 02:15:00,66.02,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_020,108.33,2026-01-01 00:15:00,65.58,MEDIUM,False,Submitted outside standard business hours
EMP_016,479.96,2026-01-03 15:00:00,65.01,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_003,237.46,2026-01-01 02:45:00,64.47,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_019,52.8,2026-01-01 01:30:00,64.25,MEDIUM,False,Submitted outside standard business hours
EMP_008,633.61,2026-01-05 13:00:00,64.14,MEDIUM,False,Amount significantly higher than employee average
EMP_016,40.59,2026-01-01 05:15:00,64.13,MEDIUM,False,Submitted outside standard business hours
EMP_019,423.39,2026-01-10 03:00:00,64.03,MEDIUM,False,Amount significantly higher than employee average; Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_016,108.03,2026-01-03 10:00:00,63.88,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,145.32,2026-01-10 02:45:00,63.28,MEDIUM,False,Submitted outside standard business hours; Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_016,93.48,2026-01-03 06:30:00,63.23,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_015,353.75,2026-01-11 07:15:00,63.23,MEDIUM,False,Rapid succession submission (<15 min gap); Logged on a weekend
EMP_001,505.49,2026-01-05 02:30:00,61.98,MEDIUM,False,Amount significantly higher than employee average; Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_009,281.7,2026-01-01 07:45:00,61.68,MEDIUM,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_006,492.18,2026-01-11 09:30:00,61.53,MEDIUM,False,Amount significantly higher than employee average; Logged on a weekend
EMP_009,539.78,2026-01-11 04:30:00,61.5,MEDIUM,False,Amount significantly higher than employee average; Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_014,122.5,2026-01-01 08:45:00,60.66,MEDIUM,False,Behavioral profile shows minor statistical anomaly
EMP_006,41.67,2026-01-09 05:00:00,60.32,MEDIUM,False,Submitted outside standard business hours; Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_012,47.29,2026-01-01 03:15:00,60.2,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_010,42.74,2026-01-01 13:30:00,60.0,MEDIUM,False,Behavioral profile shows minor statistical anomaly
EMP_013,32.81,2026-01-01 17:00:00,59.92,MEDIUM,False,Behavioral profile shows minor statistical anomaly
EMP_015,463.86,2026-01-08 00:15:00,59.9,MEDIUM,False,Amount significantly higher than employee average; Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_016,474.03,2026-01-08 04:45:00,59.48,MEDIUM,False,Amount significantly higher than employee average; Submitted outside standard business hours
EMP_014,451.61,2026-01-05 23:45:00,59.4,MEDIUM,False,Amount significantly higher than employee average; Submitted outside standard business hours
EMP_001,21.64,2026-01-04 19:45:00,58.22,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_017,156.3,2026-01-03 23:15:00,58.19,MEDIUM,False,Submitted outside standard business hours; Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,443.18,2026-01-04 23:45:00,58.13,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_008,439.26,2026-01-10 21:15:00,58.1,MEDIUM,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_002,326.88,2026-01-04 11:15:00,57.85,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,223.07,2026-01-02 20:00:00,57.48,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_004,615.39,2026-01-03 16:00:00,56.54,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,276.57,2026-01-07 12:15:00,55.44,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_003,412.33,2026-01-04 02:30:00,55.23,MEDIUM,False,Amount significantly higher than employee average; Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_016,17.35,2026-01-11 01:45:00,55.08,MEDIUM,False,Submitted outside standard business hours; Logged on a weekend
EMP_018,371.76,2026-01-03 13:45:00,54.81,MEDIUM,False,Amount significantly higher than employee average; Logged on a weekend
EMP_015,230.42,2026-01-08 15:15:00,54.69,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_019,259.65,2026-01-10 19:15:00,54.1,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,120.64,2026-01-07 07:15:00,53.94,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_001,40.77,2026-01-05 09:45:00,53.45,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_016,106.14,2026-01-02 23:45:00,53.4,MEDIUM,False,Submitted outside standard business hours; Rapid succession submission (<15 min gap)
EMP_017,15.43,2026-01-11 03:15:00,53.35,MEDIUM,False,Submitted outside standard business hours; Logged on a weekend
EMP_011,21.09,2026-01-08 04:30:00,53.3,MEDIUM,False,Submitted outside standard business hours; Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_001,85.79,2026-01-02 11:45:00,53.3,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_007,561.54,2026-01-05 14:15:00,53.23,MEDIUM,False,Amount significantly higher than employee average
EMP_004,601.19,2026-01-02 21:15:00,53.11,MEDIUM,False,Amount significantly higher than employee average
EMP_008,145.86,2026-01-09 01:15:00,52.93,MEDIUM,False,Submitted outside standard business hours; Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_004,304.45,2026-01-10 19:45:00,52.89,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,479.29,2026-01-10 20:15:00,52.88,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_008,174.63,2026-01-10 00:45:00,52.48,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_005,574.06,2026-01-08 08:45:00,52.45,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day)
EMP_011,37.14,2026-01-01 02:00:00,52.07,MEDIUM,False,Submitted outside standard business hours; Rapid succession submission (<15 min gap)
EMP_011,105.28,2026-01-06 04:30:00,51.89,MEDIUM,False,Submitted outside standard business hours; Rapid succession submission (<15 min gap)
EMP_009,11.43,2026-01-03 09:00:00,51.51,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_002,120.5,2026-01-02 19:15:00,51.14,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_001,100.69,2026-01-05 08:00:00,51.12,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_012,133.09,2026-01-04 14:15:00,50.56,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_015,122.14,2026-01-08 12:30:00,50.46,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_018,123.34,2026-01-03 04:15:00,50.21,MEDIUM,False,Submitted outside standard business hours; Logged on a weekend
EMP_010,229.49,2026-01-07 12:45:00,50.04,MEDIUM,False,Rapid succession submission (<15 min gap)
EMP_011,437.91,2026-01-11 04:45:00,50.03,MEDIUM,False,Submitted outside standard business hours; Logged on a weekend
EMP_013,552.33,2026-01-07 06:30:00,50.02,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day)
EMP_015,497.85,2026-01-04 10:45:00,49.65,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_015,75.6,2026-01-10 11:45:00,49.62,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_015,65.65,2026-01-01 05:45:00,49.55,MEDIUM,False,Submitted outside standard business hours; Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_017,578.91,2026-01-05 20:15:00,49.45,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day)
EMP_008,134.67,2026-01-10 05:15:00,49.06,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_018,12.68,2026-01-10 04:15:00,49.01,MEDIUM,False,Submitted outside standard business hours; Logged on a weekend
EMP_012,132.23,2026-02-11 12:02:00,48.91,MEDIUM,False,Rapid succession submission (<15 min gap)
EMP_016,361.08,2026-01-03 16:45:00,48.85,MEDIUM,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_015,113.21,2026-01-02 05:00:00,48.67,MEDIUM,False,Submitted outside standard business hours; Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_001,133.38,2026-01-03 03:30:00,48.5,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_009,48.78,2026-01-11 07:45:00,48.42,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,524.03,2026-01-05 09:30:00,48.41,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day)
EMP_008,148.4,2026-01-10 04:30:00,48.28,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_002,761.68,2026-01-07 16:15:00,47.63,MEDIUM,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_006,21.92,2026-01-10 21:45:00,47.62,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_016,49.22,2026-01-05 01:45:00,47.43,MEDIUM,False,Submitted outside standard business hours; Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_001,486.12,2026-01-02 19:45:00,47.13,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day)
EMP_003,140.46,2026-01-08 07:45:00,47.09,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_013,272.48,2026-01-03 20:00:00,47.08,MEDIUM,False,Logged on a weekend
EMP_003,483.11,2026-01-09 21:30:00,46.94,MEDIUM,False,Amount significantly higher than employee average
EMP_002,703.02,2026-01-04 20:15:00,46.94,MEDIUM,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_006,507.9,2026-01-10 13:00:00,46.75,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_008,165.81,2026-01-10 17:15:00,46.7,MEDIUM,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_013,25.02,2026-01-06 18:15:00,46.66,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_001,331.72,2026-01-04 05:45:00,46.56,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_010,125.96,2026-01-03 05:30:00,46.34,MEDIUM,False,Submitted outside standard business hours; Logged on a weekend
EMP_006,47.42,2026-01-10 09:45:00,46.32,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,333.38,2026-01-03 16:15:00,46.32,MEDIUM,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_002,107.59,2026-01-11 09:45:00,46.31,MEDIUM,False,Logged on a weekend
EMP_015,146.42,2026-01-03 21:15:00,46.1,MEDIUM,False,Logged on a weekend
EMP_006,144.81,2026-01-06 17:30:00,46.03,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_018,99.71,2026-01-10 23:45:00,45.93,MEDIUM,False,Submitted outside standard business hours; Logged on a weekend
EMP_013,50.34,2026-01-06 14:30:00,45.46,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_019,487.77,2026-01-02 09:00:00,45.36,MEDIUM,False,Amount significantly higher than employee average
EMP_004,203.26,2026-01-05 15:45:00,45.3,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_012,455.17,2026-01-06 23:00:00,44.9,MEDIUM,False,Amount significantly higher than employee average; Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_001,87.75,2026-01-03 04:45:00,44.7,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_008,503.11,2026-01-01 16:30:00,44.57,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day)
EMP_017,43.63,2026-01-05 20:30:00,44.17,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_017,305.6,2026-02-11 12:04:00,44.14,MEDIUM,False,Behavioral profile shows minor statistical anomaly
EMP_001,457.29,2026-01-02 11:30:00,44.06,MEDIUM,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_011,558.4,2026-01-09 10:30:00,43.91,MEDIUM,False,Unusual daily transaction velocity (5+ in 1 day)
EMP_003,73.51,2026-01-01 21:30:00,43.74,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_002,501.01,2026-01-04 04:30:00,43.67,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_017,244.11,2026-01-02 18:45:00,43.63,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_004,149.78,2026-01-06 12:00:00,43.57,MEDIUM,False,Rapid succession submission (<15 min gap)
EMP_001,296.78,2026-01-04 01:45:00,43.47,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_008,83.25,2026-01-10 23:30:00,43.22,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_003,438.1,2026-01-09 16:15:00,43.1,MEDIUM,False,Amount significantly higher than employee average
EMP_005,475.95,2026-01-02 14:00:00,42.98,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day)
EMP_011,365.49,2026-01-04 06:15:00,42.77,MEDIUM,False,Logged on a weekend
EMP_001,239.76,2026-01-11 05:00:00,42.5,MEDIUM,False,Submitted outside standard business hours; Logged on a weekend
EMP_014,409.08,2026-01-04 09:30:00,42.46,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,48.61,2026-01-11 00:00:00,42.28,MEDIUM,False,Submitted outside standard business hours; Logged on a weekend
EMP_010,124.88,2026-02-11 12:06:00,42.27,MEDIUM,False,Behavioral profile shows minor statistical anomaly
EMP_001,66.28,2026-01-03 00:00:00,42.24,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_014,54.29,2026-01-08 15:45:00,42.23,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_018,254.43,2026-01-03 05:15:00,42.0,MEDIUM,False,Submitted outside standard business hours; Logged on a weekend
EMP_018,17.5,2026-01-04 04:00:00,41.95,MEDIUM,False,Submitted outside standard business hours; Logged on a weekend
EMP_003,351.59,2026-01-03 22:45:00,41.87,MEDIUM,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,271.62,2026-01-10 00:30:00,41.75,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_016,42.09,2026-01-03 00:45:00,41.67,MEDIUM,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_015,80.66,2026-01-07 19:30:00,41.62,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_016,198.25,2026-01-05 06:00:00,40.99,MEDIUM,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_016,443.46,2026-01-01 16:45:00,40.95,MEDIUM,False,Amount significantly higher than employee average
EMP_017,451.46,2026-01-04 18:15:00,40.8,MEDIUM,False,Logged on a weekend
EMP_006,347.96,2026-01-04 00:00:00,40.45,MEDIUM,False,Submitted outside standard business hours; Logged on a weekend
EMP_015,340.26,2026-01-11 00:15:00,40.16,MEDIUM,False,Submitted outside standard business hours; Logged on a weekend
EMP_014,434.22,2026-01-07 14:00:00,40.13,MEDIUM,False,Amount significantly higher than employee average
EMP_004,589.0,2026-01-01 12:00:00,40.09,MEDIUM,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day)
EMP_019,378.42,2026-01-08 00:45:00,40.02,MEDIUM,False,Amount significantly higher than employee average; Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_009,560.64,2026-01-01 22:45:00,39.73,LOW,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day)
EMP_014,323.25,2026-01-10 03:15:00,39.63,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_016,143.41,2026-01-03 13:15:00,39.52,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_006,144.77,2026-01-09 04:00:00,39.47,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_006,176.12,2026-01-09 03:00:00,39.09,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_005,370.4,2026-01-05 03:15:00,39.07,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_017,102.34,2026-01-02 16:15:00,39.06,LOW,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_018,209.32,2026-01-04 02:45:00,39.02,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_016,276.36,2026-01-03 18:30:00,38.97,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_008,203.28,2026-01-10 10:45:00,38.73,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_001,143.21,2026-01-03 15:45:00,38.73,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_014,16.92,2026-01-03 14:00:00,38.66,LOW,False,Logged on a weekend
EMP_002,183.74,2026-01-07 05:45:00,38.62,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_019,86.6,2026-01-08 08:30:00,38.58,LOW,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_003,54.24,2026-01-11 08:45:00,38.57,LOW,False,Logged on a weekend
EMP_001,69.86,2026-01-04 02:15:00,38.35,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_013,74.29,2026-01-07 15:00:00,38.27,LOW,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_006,505.94,2026-01-07 10:30:00,38.23,LOW,False,Amount significantly higher than employee average; Unusual daily transaction velocity (5+ in 1 day)
EMP_003,172.55,2026-01-03 05:45:00,37.95,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_003,28.37,2026-01-03 01:00:00,37.74,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_007,420.47,2026-01-05 23:30:00,37.71,LOW,False,Submitted outside standard business hours
EMP_009,115.82,2026-01-10 01:30:00,37.65,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_002,510.82,2026-01-05 03:45:00,37.63,LOW,False,Submitted outside standard business hours
EMP_002,46.56,2026-01-03 20:45:00,37.37,LOW,False,Logged on a weekend
EMP_003,18.47,2026-01-03 02:00:00,37.2,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_011,331.15,2026-01-11 00:45:00,37.11,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_001,121.68,2026-01-03 21:30:00,37.11,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_012,96.22,2026-01-02 10:30:00,37.1,LOW,False,Rapid succession submission (<15 min gap); Unusual daily transaction velocity (5+ in 1 day)
EMP_007,83.28,2026-01-10 05:00:00,37.04,LOW,False,Submitted outside standard business hours; Logged on a weekend
EMP_015,409.57,2026-01-10 22:15:00,37.03,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_016,120.15,2026-01-03 06:15:00,36.69,LOW,False,Unusual daily transaction velocity (5+ in 1 day); Logged on a weekend
EMP_016,18.06,2026-01-09 05:15:00,36.52,LOW,False,Submitted outside standard business hours
EMP_018,141.8,2026-01-07 04:45:00,36.51,LOW,False,Submitted outside standard business hours; Unusual daily transaction velocity (5+ in 1 day)
EMP_005,215.69,2026-01-11 02:15:00,36.5,LOW,False,Submitted outside standard business hours; Logged on a weekend
